# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  1
15  0
20  1
25  0
30  0
35  1
40  0
45  1
50  0
55  1
60  0
65  1
70  3
75  4
80  4
85  6
90  1
95  1
100  0
105  0
110  0
115  1
120  1
125  1
130  0
135  0
140  1
145  1
150  0
155  0
160  1
165  0
170  0
175  0
