# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  1
20  0
25  0
30  1
35  0
40  0
45  1
50  1
55  1
60  3
65  2
70  0
75  0
80  0
85  0
90  0
95  0
100  1
105  1
110  1
115  0
120  0
125  0
130  1
135  0
140  1
145  1
150  1
155  1
160  1
165  1
170  1
175  1
