# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  0
20  0
25  0
30  0
35  0
40  0
45  0
50  0
55  1
60  1
65  1
70  2
75  2
80  0
85  0
90  0
95  0
100  0
105  1
110  1
115  0
120  0
125  1
130  0
135  0
140  0
145  0
150  1
155  1
160  1
165  0
170  0
175  0
